100 0.001139
150 0.002357
200 0.001577
250 0.002294
300 0.004026
350 0.003202
400 0.004161
450 0.005287
500 0.006702
550 0.007976
600 0.009451
650 0.011313
700 0.012629
750 0.015135
800 0.017123
850 0.019662
900 0.021718
950 0.025012
1000 0.025576
1050 0.028943
1100 0.034138
1150 0.033877
1200 0.036922
1250 0.04046
1300 0.044258
1350 0.046817
1400 0.051158
1450 0.053957
1500 0.057723
1550 0.061634
1600 0.066852
1650 0.071419
1700 0.075251
1750 0.078257
1800 0.084409
1850 0.087609
1900 0.093481
1950 0.096785
2000 0.102629
2050 0.110987
2100 0.118436
2150 0.121364
2200 0.125042
2250 0.130119
2300 0.137287
2350 0.144283
2400 0.151888
2450 0.154216
2500 0.161624
2550 0.167476
2600 0.173837
2650 0.184759
2700 0.190782
2750 0.197037
2800 0.204354
2850 0.213851
2900 0.222216
2950 0.223677
3000 0.232717
3050 0.254347
3100 0.25012
3150 0.259344
3200 0.267065
3250 0.278117
3300 0.284272
3350 0.29293
3400 0.303911
3450 0.330837
3500 0.346937
3550 0.340252
3600 0.350045
3650 0.357864
3700 0.368062
3750 0.380406
3800 0.393941
3850 0.39989
3900 0.410736
3950 0.422976
4000 0.435339
4050 0.444368
4100 0.468138
4150 0.47136
4200 0.475735
4250 0.48949
4300 0.512627
4350 0.519106
4400 0.521203
4450 0.62614
4500 0.570391
4550 0.597815
4600 0.622375
4650 0.826388
4700 0.634061
4750 0.584663
4800 0.722241
4850 0.642441
4900 0.653814
4950 0.786193
