5000 0.000869
10000 0.001734
15000 0.002856
20000 0.003785
25000 0.005042
30000 0.006326
35000 0.006931
40000 0.008567
45000 0.009323
50000 0.01046
55000 0.011719
60000 0.012651
65000 0.016902
70000 0.01505
75000 0.017012
80000 0.01733
85000 0.019866
90000 0.019589
95000 0.023543
100000 0.022088
105000 0.023904
110000 0.026077
115000 0.032044
120000 0.02807
125000 0.028618
130000 0.031001
135000 0.030917
140000 0.032128
145000 0.036054
