5 1e-06
6 1e-06
7 1e-06
8 2e-06
9 4e-06
10 7e-06
11 1.3e-05
12 2.7e-05
13 5.1e-05
14 0.0001
15 0.0002
16 0.000437
17 0.000823
18 0.001582
19 0.003171
20 0.006445
21 0.014142
22 0.025778
23 0.052432
24 0.103956
25 0.20732
26 0.407715
27 0.812343
28 1.62143
29 3.25604
30 6.51049
